sep=;
# SmartBikeRearLight Fahrt-Export
# schema_version;3
# frame_version_gemischt;nein
# geraet;SmartBikeRearLight
# app_version;1.0
# start_utc;2026-08-08T20:45:04Z
# ende_utc;2026-08-08T20:48:03Z
t_s;uhrzeit;device_timestamp_ms;speed_kmph;distanz_km;hoehe_m;pressure_pa;gnss_altitude_m;course_deg;fix_status;sats;hdop;lat;lon;brake_decel_ms2;brake_light_pct;imu_health;baro_valid;system_state;init_degraded;watchdog_recovered;frame_version;gnss_accel_ms2;pitch_rad;gyro_bias_rads;norm_delta_min;norm_delta_max;jerk_max;regime_static_n;regime_dynamic_n;regime_shock_n;bias_calibrated;gnss_accel_valid;dt_max_ms;loop_max_us
151,11;22:47:35;201405;39,2;1,046;-10,5;101451;42,9;136,8;FIX_OK;9;1,0;51,170341;6,805742;1,38;20;OK;1;RUN;0;0;3;0,52;-0,0901;-0,0700;-0,063;0,694;0,590;3;7;0;1;1;10;86
151,21;22:47:36;201505;35,6;1,047;-10,5;101451;43,9;138,4;FIX_OK;9;1,0;51,170277;6,805840;1,26;20;OK;1;RUN;0;0;3;1,02;-0,0901;-0,0700;-0,189;0,301;0,289;5;5;0;1;1;10;53
151,31;22:47:36;201609;35,6;1,048;-10,7;101453;43,9;138,4;FIX_OK;9;1,0;51,170277;6,805840;1,18;20;OK;1;RUN;0;0;3;1,02;-0,0914;-0,0700;-0,390;0,257;0,601;2;8;0;1;1;10;101
151,41;22:47:36;201706;35,6;1,049;-10,7;101453;43,9;138,4;FIX_OK;9;1,0;51,170277;6,805840;0,98;20;OK;1;RUN;0;0;3;1,02;-0,0930;-0,0700;-0,313;0,199;0,510;4;6;0;1;1;11;4686
151,51;22:47:36;201806;35,6;1,050;-10,7;101453;43,9;138,4;FIX_OK;9;1,0;51,170277;6,805840;0,82;20;OK;1;RUN;0;0;3;1,02;-0,0926;-0,0700;-0,248;0,142;0,309;5;5;0;1;1;10;83
151,61;22:47:36;201906;35,6;1,051;-10,7;101453;43,9;138,4;FIX_OK;9;1,0;51,170277;6,805840;0,82;20;OK;1;RUN;0;0;3;1,02;-0,0922;-0,0700;-0,221;0,268;0,403;3;7;0;1;1;10;93
151,71;22:47:36;202006;35,6;1,052;-10,7;101453;43,9;138,4;FIX_OK;9;1,0;51,170277;6,805840;0,76;20;OK;1;RUN;0;0;3;1,02;-0,0924;-0,0700;-0,455;0,314;0,342;5;5;0;1;1;10;83
151,81;22:47:36;202106;35,6;1,053;-10,7;101453;43,9;138,4;FIX_OK;9;1,0;51,170277;6,805840;0,71;20;OK;1;RUN;0;0;3;1,02;-0,0909;-0,0700;-0,423;0,058;0,215;5;5;0;1;1;10;83
151,91;22:47:36;202206;35,6;1,054;-10,7;101453;43,9;138,4;FIX_OK;9;1,0;51,170277;6,805840;0,73;20;OK;1;RUN;0;0;3;1,02;-0,0896;-0,0700;-0,288;-0,047;0,124;3;7;0;1;1;10;83
152,01;22:47:36;202306;35,6;1,055;-10,7;101453;43,9;138,4;FIX_OK;9;1,0;51,170277;6,805840;0,70;20;OK;1;RUN;0;0;3;1,02;-0,0892;-0,0700;-0,184;0,280;0,424;5;5;0;1;1;10;83
152,11;22:47:36;202406;35,6;1,056;-10,7;101453;43,9;138,4;FIX_OK;9;1,0;51,170277;6,805840;0,76;20;OK;1;RUN;0;0;3;1,02;-0,0873;-0,0700;-0,273;0,226;0,471;4;6;0;1;1;10;223
152,21;22:47:37;202506;31,1;1,057;-10,7;101453;44,1;140,7;FIX_OK;9;1,0;51,170216;6,805925;0,84;20;OK;1;RUN;0;0;3;1,23;-0,0841;-0,0699;-0,585;0,156;0,502;5;5;0;1;1;10;53
152,32;22:47:37;202610;31,1;1,058;-10,8;101455;44,1;140,7;FIX_OK;9;1,0;51,170216;6,805925;1,00;20;OK;1;RUN;0;0;3;1,23;-0,0815;-0,0699;-0,373;0,206;0,485;6;4;0;1;1;10;53
152,41;22:47:37;202708;31,1;1,059;-10,8;101455;44,1;140,7;FIX_OK;9;1,0;51,170216;6,805925;0,95;20;OK;1;RUN;0;0;3;1,23;-0,0803;-0,0699;-0,395;0,128;0,523;3;7;0;1;1;12;6048
152,51;22:47:37;202808;31,1;1,059;-10,8;101455;44,1;140,7;FIX_OK;9;1,0;51,170216;6,805925;0,97;20;OK;1;RUN;0;0;3;1,23;-0,0785;-0,0699;-0,484;0,078;0,429;3;7;0;1;1;10;103
152,61;22:47:37;202908;31,1;1,060;-10,8;101455;44,1;140,7;FIX_OK;9;1,0;51,170216;6,805925;1,40;20;OK;1;RUN;0;0;3;1,23;-0,0725;-0,0699;-0,099;0,141;0,160;8;2;0;1;1;10;103
152,71;22:47:37;203008;31,1;1,061;-10,8;101455;44,1;140,7;FIX_OK;9;1,0;51,170216;6,805925;1,51;20;OK;1;RUN;0;0;3;1,23;-0,0699;-0,0699;-0,231;0,312;0,373;3;7;0;1;1;10;111
152,81;22:47:37;203108;31,1;1,062;-10,8;101455;44,1;140,7;FIX_OK;9;1,0;51,170216;6,805925;1,67;20;OK;1;RUN;0;0;3;1,23;-0,0680;-0,0699;-0,132;0,394;0,305;1;9;0;1;1;10;95
152,91;22:47:37;203208;31,1;1,063;-10,8;101455;44,1;140,7;FIX_OK;9;1,0;51,170216;6,805925;1,72;20;OK;1;RUN;0;0;3;1,23;-0,0666;-0,0699;-0,287;0,368;0,526;2;8;0;1;1;10;94
153,01;22:47:37;203308;31,1;1,064;-10,8;101455;44,1;140,7;FIX_OK;9;1,0;51,170216;6,805925;1,70;20;OK;1;RUN;0;0;3;1,23;-0,0636;-0,0699;-0,274;0,149;0,206;6;4;0;1;1;10;91
153,11;22:47:37;203408;31,1;1,065;-10,8;101455;44,1;140,7;FIX_OK;9;1,0;51,170216;6,805925;1,85;20;OK;1;RUN;0;0;3;1,23;-0,0622;-0,0699;-0,305;0,253;0,290;1;9;0;1;1;10;227
153,21;22:47:38;203508;26,0;1,065;-10,8;101455;44,4;143,2;FIX_OK;10;0,9;51,170166;6,805994;1,93;20;OK;1;RUN;0;0;3;1,43;-0,0569;-0,0699;0,078;0,279;0,175;6;4;0;1;1;10;74
153,32;22:47:38;203612;26,0;1,066;-10,9;101456;44,4;143,2;FIX_OK;10;0,9;51,170166;6,805994;1,66;20;OK;1;RUN;0;0;3;1,43;-0,0525;-0,0699;-0,105;0,355;0,369;8;2;0;1;1;10;64
153,42;22:47:38;203710;26,0;1,067;-10,9;101456;44,4;143,2;FIX_OK;10;0,9;51,170166;6,805994;1,42;20;OK;1;RUN;0;0;3;1,43;-0,0493;-0,0699;-0,147;0,277;0,204;6;4;0;1;1;12;5943
153,52;22:47:38;203810;26,0;1,068;-10,9;101456;44,4;143,2;FIX_OK;10;0,9;51,170166;6,805994;1,29;20;OK;1;RUN;0;0;3;1,43;-0,0477;-0,0699;-0,171;0,217;0,358;3;7;0;1;1;10;88
153,62;22:47:38;203910;26,0;1,068;-10,9;101456;44,4;143,2;FIX_OK;10;0,9;51,170166;6,805994;1,10;20;OK;1;RUN;0;0;3;1,43;-0,0447;-0,0699;-0,264;0,303;0,306;8;2;0;1;1;10;83
153,72;22:47:38;204010;26,0;1,069;-10,9;101456;44,4;143,2;FIX_OK;10;0,9;51,170166;6,805994;0,81;20;OK;1;RUN;0;0;3;1,43;-0,0448;-0,0699;-0,124;0,366;0,229;5;5;0;1;1;10;92
153,82;22:47:38;204110;26,0;1,070;-10,9;101456;44,4;143,2;FIX_OK;10;0,9;51,170166;6,805994;0,40;20;OK;1;RUN;0;0;3;1,43;-0,0447;-0,0699;-0,239;0,371;0,338;5;5;0;1;1;10;88
153,92;22:47:38;204210;26,0;1,070;-10,9;101456;44,4;143,2;FIX_OK;10;0,9;51,170166;6,805994;0,28;20;OK;1;RUN;0;0;3;1,43;-0,0460;-0,0699;0,036;0,401;0,256;3;7;0;1;1;10;90
154,02;22:47:38;204310;26,0;1,071;-10,9;101456;44,4;143,2;FIX_OK;10;0,9;51,170166;6,805994;0,30;20;OK;1;RUN;0;0;3;1,43;-0,0469;-0,0699;-0,084;0,203;0,245;5;5;0;1;1;10;83
154,12;22:47:38;204410;26,0;1,072;-10,9;101456;44,4;143,2;FIX_OK;10;0,9;51,170166;6,805994;0,15;20;OK;1;RUN;0;0;3;1,43;-0,0493;-0,0699;-0,171;0,078;0,160;7;3;0;1;1;10;92
154,22;22:47:39;204510;23,7;1,073;-10,9;101456;44,8;144,0;FIX_OK;10;0,9;51,170120;6,806052;0,19;20;OK;1;RUN;0;0;3;0,63;-0,0489;-0,0699;-0,026;0,181;0,288;7;3;0;1;1;10;53
154,32;22:47:39;204614;23,7;1,073;-10,8;101455;44,8;144,0;FIX_OK;10;0,9;51,170120;6,806052;0,28;20;OK;1;RUN;0;0;3;0,63;-0,0487;-0,0699;-0,051;0,336;0,218;4;6;0;1;1;10;53
154,42;22:47:39;204712;23,7;1,074;-10,8;101455;44,8;144,0;FIX_OK;10;0,9;51,170120;6,806052;0,23;20;OK;1;RUN;0;0;3;0,63;-0,0502;-0,0699;0,122;0,570;0,340;0;10;0;1;1;12;5869
154,52;22:47:39;204812;23,7;1,075;-10,8;101455;44,8;144,0;FIX_OK;10;0,9;51,170120;6,806052;0,21;20;OK;1;RUN;0;0;3;0,63;-0,0512;-0,0699;0,021;0,442;0,322;4;6;0;1;1;10;236
154,62;22:47:39;204912;23,7;1,075;-10,8;101455;44,8;144,0;FIX_OK;10;0,9;51,170120;6,806052;0,25;20;OK;1;RUN;0;0;3;0,63;-0,0499;-0,0699;-0,097;0,195;0,293;9;1;0;1;1;10;83
154,72;22:47:39;205012;23,7;1,076;-10,8;101455;44,8;144,0;FIX_OK;10;0,9;51,170120;6,806052;0,26;20;OK;1;RUN;0;0;3;0,63;-0,0488;-0,0699;-0,207;0,234;0,442;7;3;0;1;1;10;223
154,82;22:47:39;205112;23,7;1,077;-10,8;101455;44,8;144,0;FIX_OK;10;0,9;51,170120;6,806052;0,33;20;OK;1;RUN;0;0;3;0,63;-0,0467;-0,0699;-0,110;0,495;0,420;4;6;0;1;1;10;228
154,92;22:47:39;205212;23,7;1,077;-10,8;101455;44,8;144,0;FIX_OK;10;0,9;51,170120;6,806052;0,33;20;OK;1;RUN;0;0;3;0,63;-0,0447;-0,0699;0,065;0,583;0,285;1;9;0;1;1;10;92
155,02;22:47:39;205312;23,7;1,078;-10,8;101455;44,8;144,0;FIX_OK;10;0,9;51,170120;6,806052;0,46;20;OK;1;RUN;0;0;3;0,63;-0,0433;-0,0699;0,280;0,751;0,471;0;10;0;1;1;10;90
155,12;22:47:39;205412;23,7;1,079;-10,8;101455;44,8;144,0;FIX_OK;10;0,9;51,170120;6,806052;0,42;20;OK;1;RUN;0;0;3;0,63;-0,0428;-0,0699;0,115;0,619;0,346;1;9;0;1;1;10;82
155,22;22:47:40;205512;18,3;1,079;-10,8;101455;45,6;139,3;FIX_OK;10;1,0;51,170094;6,806105;0,07;20;OK;1;RUN;0;0;3;1,49;-0,0443;-0,0699;-0,299;0,676;0,769;2;8;0;1;1;10;53
155,32;22:47:40;205616;18,3;1,080;-11,0;101457;45,6;139,3;FIX_OK;10;1,0;51,170094;6,806105;0,04;20;OK;1;RUN;0;0;3;1,49;-0,0442;-0,0699;-0,303;0,359;0,662;1;9;0;1;1;10;53
155,42;22:47:40;205714;18,3;1,080;-11,0;101457;45,6;139,3;FIX_OK;10;1,0;51,170094;6,806105;0,14;20;OK;1;RUN;0;0;3;1,49;-0,0429;-0,0699;-0,048;0,342;0,388;5;5;0;1;1;12;5800
155,52;22:47:40;205814;18,3;1,081;-11,0;101457;45,6;139,3;FIX_OK;10;1,0;51,170094;6,806105;0,07;20;OK;1;RUN;0;0;3;1,49;-0,0419;-0,0699;0,025;0,565;0,456;3;7;0;1;1;10;234
155,62;22:47:40;205914;18,3;1,081;-11,0;101457;45,6;139,3;FIX_OK;10;1,0;51,170094;6,806105;0,00;20;OK;1;RUN;0;0;3;1,49;-0,0428;-0,0699;-0,319;0,426;0,689;1;9;0;1;1;10;231
155,72;22:47:40;206014;18,3;1,082;-11,0;101457;45,6;139,3;FIX_OK;10;1,0;51,170094;6,806105;0,00;20;OK;1;RUN;0;0;3;1,49;-0,0420;-0,0699;-0,608;0,156;0,717;4;6;0;1;1;10;223
155,82;22:47:40;206114;18,3;1,082;-11,0;101457;45,6;139,3;FIX_OK;10;1,0;51,170094;6,806105;0,00;20;OK;1;RUN;0;0;3;1,49;-0,0353;-0,0699;-0,869;0,319;0,762;0;10;0;1;1;10;243
155,92;22:47:40;206214;18,3;1,083;-11,0;101457;45,6;139,3;FIX_OK;10;1,0;51,170094;6,806105;0,00;20;OK;1;RUN;0;0;3;1,49;-0,0269;-0,0699;-0,285;0,506;0,745;2;8;0;1;1;10;223
156,02;22:47:40;206314;18,3;1,083;-11,0;101457;45,6;139,3;FIX_OK;10;1,0;51,170094;6,806105;0,00;20;OK;1;RUN;0;0;3;1,49;-0,0204;-0,0699;0,109;0,806;0,542;1;9;0;1;1;10;231
156,12;22:47:40;206414;18,3;1,084;-11,0;101457;45,6;139,3;FIX_OK;10;1,0;51,170094;6,806105;0,00;20;OK;1;RUN;0;0;3;1,49;-0,0175;-0,0699;-0,073;0,856;0,914;4;6;0;1;1;10;222
156,22;22:47:41;206514;15,0;1,084;-11,0;101457;46,0;128,9;FIX_OK;10;1,0;51,170071;6,806150;0,00;20;OK;1;RUN;0;0;3;0,93;-0,0155;-0,0698;-0,369;0,557;0,831;1;9;0;1;1;10;53
156,32;22:47:41;206618;15,0;1,085;-11,3;101461;46,0;128,9;FIX_OK;10;1,0;51,170071;6,806150;0,00;20;OK;1;RUN;0;0;3;0,93;-0,0169;-0,0698;-0,699;0,452;1,151;5;5;0;1;1;10;101
156,42;22:47:41;206715;15,0;1,085;-11,3;101461;46,0;128,9;FIX_OK;10;1,0;51,170071;6,806150;0,00;20;OK;1;RUN;0;0;3;0,93;-0,0161;-0,0698;-0,106;0,314;0,425;7;3;0;1;1;11;4931
156,52;22:47:41;206815;15,0;1,085;-11,3;101461;46,0;128,9;FIX_OK;10;1,0;51,170071;6,806150;0,00;20;OK;1;RUN;0;0;3;0,93;-0,0152;-0,0698;-0,592;0,234;0,581;2;8;0;1;1;10;224
156,62;22:47:41;206915;15,0;1,086;-11,3;101461;46,0;128,9;FIX_OK;10;1,0;51,170071;6,806150;0,00;20;OK;1;RUN;0;0;3;0,93;-0,0150;-0,0698;-0,354;0,770;1,060;1;9;0;1;1;10;84
156,72;22:47:41;207015;15,0;1,086;-11,3;101461;46,0;128,9;FIX_OK;10;1,0;51,170071;6,806150;0,00;20;OK;1;RUN;0;0;3;0,93;-0,0127;-0,0698;-0,788;0,755;1,543;1;9;0;1;1;10;92
156,82;22:47:41;207115;15,0;1,087;-11,3;101461;46,0;128,9;FIX_OK;10;1,0;51,170071;6,806150;0,00;20;OK;1;RUN;0;0;3;0,93;-0,0090;-0,0698;0,056;0,637;0,521;2;8;0;1;1;10;83
156,92;22:47:41;207215;15,0;1,087;-11,3;101461;46,0;128,9;FIX_OK;10;1,0;51,170071;6,806150;0,00;20;OK;1;RUN;0;0;3;0,93;-0,0077;-0,0698;-0,581;0,429;0,553;4;6;0;1;1;10;83
157,02;22:47:41;207315;15,0;1,087;-11,3;101461;46,0;128,9;FIX_OK;10;1,0;51,170071;6,806150;0,00;20;OK;1;RUN;0;0;3;0,93;-0,0065;-0,0698;-0,289;0,688;0,977;3;7;0;1;1;10;83
157,12;22:47:41;207415;15,0;1,088;-11,3;101461;46,0;128,9;FIX_OK;10;1,0;51,170071;6,806150;0,00;20;OK;1;RUN;0;0;3;0,93;-0,0004;-0,0698;-0,126;0,775;0,901;2;8;0;1;1;10;83
157,22;22:47:42;207515;14,1;1,088;-11,3;101461;46,2;114,7;FIX_OK;10;1,0;51,170052;6,806198;0,00;20;OK;1;RUN;0;0;3;0,25;0,0060;-0,0698;0,108;1,237;0,968;1;9;0;1;1;10;53
157,32;22:47:42;207619;14,1;1,089;-11,1;101458;46,2;114,7;FIX_OK;10;1,0;51,170052;6,806198;0,00;20;OK;1;RUN;0;0;3;0,25;0,0074;-0,0698;-0,208;0,854;1,062;1;9;0;1;1;10;53
157,42;22:47:42;207717;14,1;1,089;-11,1;101458;46,2;114,7;FIX_OK;10;1,0;51,170052;6,806198;0,00;20;OK;1;RUN;0;0;3;0,25;0,0053;-0,0698;-0,626;0,630;1,256;4;6;0;1;1;12;6140
157,52;22:47:42;207817;14,1;1,089;-11,1;101458;46,2;114,7;FIX_OK;10;1,0;51,170052;6,806198;0,00;20;OK;1;RUN;0;0;3;0,25;0,0051;-0,0698;-0,409;0,795;0,838;3;7;0;1;1;10;103
157,62;22:47:42;207917;14,1;1,090;-11,1;101458;46,2;114,7;FIX_OK;10;1,0;51,170052;6,806198;0,00;20;OK;1;RUN;0;0;3;0,25;0,0027;-0,0698;-0,727;1,187;1,357;2;8;0;1;1;10;100
157,72;22:47:42;208017;14,1;1,090;-11,1;101458;46,2;114,7;FIX_OK;10;1,0;51,170052;6,806198;0,00;20;OK;1;RUN;0;0;3;0,25;0,0035;-0,0698;0,019;0,847;0,823;3;7;0;1;1;10;101
157,82;22:47:42;208117;14,1;1,091;-11,1;101458;46,2;114,7;FIX_OK;10;1,0;51,170052;6,806198;0,00;20;OK;1;RUN;0;0;3;0,25;0,0045;-0,0698;-0,200;1,796;1,996;1;9;0;1;1;10;103
157,92;22:47:42;208217;14,1;1,091;-11,1;101458;46,2;114,7;FIX_OK;10;1,0;51,170052;6,806198;0,00;20;OK;1;RUN;0;0;3;0,25;0,0044;-0,0698;-0,203;2,149;2,352;2;7;1;1;1;10;92
158,02;22:47:42;208317;14,1;1,091;-11,1;101458;46,2;114,7;FIX_OK;10;1,0;51,170052;6,806198;0,00;20;OK;1;RUN;0;0;3;0,25;0,0026;-0,0698;-0,875;1,098;1,600;1;9;0;1;1;10;104
158,12;22:47:42;208417;14,1;1,092;-11,1;101458;46,2;114,7;FIX_OK;10;1,0;51,170052;6,806198;0,00;20;OK;1;RUN;0;0;3;0,25;-0,0010;-0,0698;-0,632;0,580;0,533;2;8;0;1;1;10;109
158,22;22:47:43;208517;15,3;1,092;-11,1;101458;46,6;92,2;FIX_OK;10;1,0;51,170052;6,806258;0,00;20;OK;1;RUN;0;0;3;-0,34;0,0004;-0,0698;-0,797;0,786;1,520;3;7;0;1;1;10;74
158,33;22:47:43;208621;15,3;1,093;-10,8;101454;46,6;92,2;FIX_OK;10;1,0;51,170052;6,806258;0,00;20;OK;1;RUN;0;0;3;-0,34;-0,0006;-0,0698;-0,449;0,535;0,984;0;10;0;1;1;10;76
158,42;22:47:43;208719;15,3;1,093;-10,8;101454;46,6;92,2;FIX_OK;10;1,0;51,170052;6,806258;0,00;20;OK;1;RUN;0;0;3;-0,34;-0,0050;-0,0698;-1,003;0,873;1,876;0;10;0;1;1;12;6058
158,52;22:47:43;208819;15,3;1,094;-10,8;101454;46,6;92,2;FIX_OK;10;1,0;51,170052;6,806258;0,00;20;OK;1;RUN;0;0;3;-0,34;0,0035;-0,0697;-0,254;1,283;1,050;2;8;0;1;1;10;87
158,62;22:47:43;208919;15,3;1,094;-10,8;101454;46,6;92,2;FIX_OK;10;1,0;51,170052;6,806258;0,00;20;OK;1;RUN;0;0;3;-0,34;0,0025;-0,0697;-0,518;0,830;1,357;1;9;0;1;1;10;238
158,72;22:47:43;209019;15,3;1,094;-10,8;101454;46,6;92,2;FIX_OK;10;1,0;51,170052;6,806258;0,00;20;OK;1;RUN;0;0;3;-0,34;-0,0017;-0,0697;-1,015;1,099;1,635;1;9;0;1;1;10;236
158,82;22:47:43;209119;15,3;1,095;-10,8;101454;46,6;92,2;FIX_OK;10;1,0;51,170052;6,806258;0,00;20;OK;1;RUN;0;0;3;-0,34;0,0026;-0,0697;-0,771;1,323;1,873;0;10;0;1;1;10;83
158,92;22:47:43;209219;15,3;1,095;-10,8;101454;46,6;92,2;FIX_OK;10;1,0;51,170052;6,806258;0,00;20;OK;1;RUN;0;0;3;-0,34;0,0048;-0,0697;-0,739;0,358;1,098;2;8;0;1;1;10;224
159,02;22:47:43;209319;15,3;1,096;-10,8;101454;46,6;92,2;FIX_OK;10;1,0;51,170052;6,806258;0,00;20;OK;1;RUN;0;0;3;-0,34;0,0074;-0,0697;-0,804;0,714;1,202;1;9;0;1;1;10;226
159,12;22:47:43;209419;15,3;1,096;-10,8;101454;46,6;92,2;FIX_OK;10;1,0;51,170052;6,806258;0,00;20;OK;1;RUN;0;0;3;-0,34;0,0119;-0,0697;-0,740;1,576;1,659;2;8;0;1;1;10;82
159,22;22:47:44;209519;17,3;1,097;-10,8;101454;46,5;63,7;FIX_OK;10;1,0;51,170074;6,806320;0,00;20;OK;1;RUN;0;0;3;-0,55;0,0047;-0,0697;-0,368;0,477;1,292;3;7;0;1;1;10;53
159,33;22:47:44;209623;17,3;1,097;-10,4;101450;46,5;63,7;FIX_OK;10;1,0;51,170074;6,806320;0,00;20;OK;1;RUN;0;0;3;-0,55;0,0060;-0,0697;-0,406;0,431;0,837;5;5;0;1;1;10;53
159,43;22:47:44;209721;17,3;1,097;-10,4;101450;46,5;63,7;FIX_OK;10;1,0;51,170074;6,806320;0,00;20;OK;1;RUN;0;0;3;-0,55;0,0069;-0,0697;-0,260;0,502;0,405;6;4;0;1;1;12;5798
159,53;22:47:44;209821;17,3;1,098;-10,4;101450;46,5;63,7;FIX_OK;10;1,0;51,170074;6,806320;0,00;20;OK;1;RUN;0;0;3;-0,55;0,0023;-0,0697;-0,412;0,520;0,931;0;10;0;1;1;10;227
159,63;22:47:44;209921;17,3;1,098;-10,4;101450;46,5;63,7;FIX_OK;10;1,0;51,170074;6,806320;0,00;20;OK;1;RUN;0;0;3;-0,55;0,0006;-0,0697;-0,316;0,413;0,729;5;5;0;1;1;10;227
159,73;22:47:44;210021;17,3;1,099;-10,4;101450;46,5;63,7;FIX_OK;10;1,0;51,170074;6,806320;0,00;20;OK;1;RUN;0;0;3;-0,55;-0,0007;-0,0697;-0,850;0,125;0,975;1;9;0;1;1;10;202
159,83;22:47:44;210121;17,3;1,099;-10,4;101450;46,5;63,7;FIX_OK;10;1,0;51,170074;6,806320;0,00;20;OK;1;RUN;0;0;3;-0,55;0,0024;-0,0696;-0,221;0,715;0,935;5;5;0;1;1;10;240
159,93;22:47:44;210221;17,3;1,100;-10,4;101450;46,5;63,7;FIX_OK;10;1,0;51,170074;6,806320;0,00;20;OK;1;RUN;0;0;3;-0,55;0,0010;-0,0696;-0,257;0,640;0,697;3;7;0;1;1;10;227
160,03;22:47:44;210321;17,3;1,100;-10,4;101450;46,5;63,7;FIX_OK;10;1,0;51,170074;6,806320;0,00;20;OK;1;RUN;0;0;3;-0,55;-0,0008;-0,0696;0,029;1,239;1,210;2;8;0;1;1;10;90
160,13;22:47:44;210421;17,3;1,101;-10,4;101450;46,5;63,7;FIX_OK;10;1,0;51,170074;6,806320;0,00;20;OK;1;RUN;0;0;3;-0,55;-0,0121;-0,0696;-0,067;0,543;0,611;4;6;0;1;1;10;223
160,23;22:47:45;210521;20,3;1,101;-10,4;101450;47,1;40,2;FIX_OK;10;1,0;51,170113;6,806376;0,00;20;OK;1;RUN;0;0;3;-0,85;-0,0186;-0,0696;-1,008;0,719;1,472;0;10;0;1;1;10;53
160,33;22:47:45;210625;20,3;1,102;-10,3;101449;47,1;40,2;FIX_OK;10;1,0;51,170113;6,806376;0,00;20;OK;1;RUN;0;0;3;-0,85;-0,0234;-0,0696;-0,429;0,323;0,392;5;5;0;1;1;10;101
160,43;22:47:45;210724;20,3;1,103;-10,3;101449;47,1;40,2;FIX_OK;10;1,0;51,170113;6,806376;0,00;20;OK;1;RUN;0;0;3;-0,85;-0,0283;-0,0696;-0,616;0,626;0,641;2;8;0;1;1;13;6353
160,53;22:47:45;210824;20,3;1,103;-10,3;101449;47,1;40,2;FIX_OK;10;1,0;51,170113;6,806376;0,00;20;OK;1;RUN;0;0;3;-0,85;-0,0271;-0,0696;-1,400;-0,162;0,981;0;10;0;1;1;10;83
160,63;22:47:45;210924;20,3;1,104;-10,3;101449;47,1;40,2;FIX_OK;10;1,0;51,170113;6,806376;0,00;20;OK;1;RUN;0;0;3;-0,85;-0,0221;-0,0696;-0,768;0,145;0,646;0;10;0;1;1;10;227
160,73;22:47:45;211024;20,3;1,104;-10,3;101449;47,1;40,2;FIX_OK;10;1,0;51,170113;6,806376;0,00;20;OK;1;RUN;0;0;3;-0,85;-0,0090;-0,0696;-0,724;0,585;1,067;1;9;0;1;1;10;91
160,83;22:47:45;211124;20,3;1,105;-10,3;101449;47,1;40,2;FIX_OK;10;1,0;51,170113;6,806376;0,00;20;OK;1;RUN;0;0;3;-0,85;-0,0059;-0,0696;-0,266;1,111;1,331;0;10;0;1;1;10;92
160,93;22:47:45;211224;20,3;1,105;-10,3;101449;47,1;40,2;FIX_OK;10;1,0;51,170113;6,806376;0,00;20;OK;1;RUN;0;0;3;-0,85;-0,0113;-0,0696;-0,513;0,787;0,953;1;9;0;1;1;10;88
161,03;22:47:45;211324;20,3;1,106;-10,3;101449;47,1;40,2;FIX_OK;10;1,0;51,170113;6,806376;0,00;20;OK;1;RUN;0;0;3;-0,85;-0,0150;-0,0696;-1,295;0,218;1,252;2;8;0;1;1;10;90
161,13;22:47:45;211424;20,3;1,106;-10,3;101449;47,1;40,2;FIX_OK;10;1,0;51,170113;6,806376;0,00;20;OK;1;RUN;0;0;3;-0,85;-0,0190;-0,0696;-0,840;0,700;1,302;1;9;0;1;1;10;82
161,23;22:47:46;211524;23,1;1,107;-10,3;101449;47,6;28,7;FIX_OK;10;1,0;51,170166;6,806418;0,00;20;OK;1;RUN;0;0;3;-0,77;-0,0233;-0,0696;-0,757;0,989;1,330;1;9;0;1;1;10;53
161,33;22:47:46;211628;23,1;1,108;-10,4;101450;47,6;28,7;FIX_OK;10;1,0;51,170166;6,806418;0,93;20;OK;1;RUN;0;0;3;-0,77;-0,0065;-0,0696;-1,061;0,868;1,930;1;9;0;1;1;10;53
161,43;22:47:46;211725;23,1;1,108;-10,4;101450;47,6;28,7;FIX_OK;10;1,0;51,170166;6,806418;1,73;20;OK;1;RUN;0;0;3;-0,77;-0,0004;-0,0696;-0,522;0,485;0,968;3;7;0;1;1;11;4813
161,53;22:47:46;211825;23,1;1,109;-10,4;101450;47,6;28,7;FIX_OK;10;1,0;51,170166;6,806418;1,92;20;OK;1;RUN;0;0;3;-0,77;0,0011;-0,0696;-0,449;0,628;0,812;3;7;0;1;1;10;223
161,63;22:47:46;211925;23,1;1,110;-10,4;101450;47,6;28,7;FIX_OK;10;1,0;51,170166;6,806418;2,22;26;OK;1;RUN;0;0;3;-0,77;0,0073;-0,0696;0,196;0,903;0,654;0;10;0;1;1;10;227
161,73;22:47:46;212025;23,1;1,110;-10,4;101450;47,6;28,7;FIX_OK;10;1,0;51,170166;6,806418;2,71;39;OK;1;RUN;0;0;3;-0,77;0,0196;-0,0695;-0,270;0,942;0,501;3;7;0;1;1;10;227
161,83;22:47:46;212125;23,1;1,111;-10,4;101450;47,6;28,7;FIX_OK;10;1,0;51,170166;6,806418;3,24;53;OK;1;RUN;0;0;3;-0,77;0,0292;-0,0695;-0,272;1,232;0,857;2;8;0;1;1;10;231
161,93;22:47:46;212225;23,1;1,112;-10,4;101450;47,6;28,7;FIX_OK;10;1,0;51,170166;6,806418;3,11;49;OK;1;RUN;0;0;3;-0,77;0,0347;-0,0695;0,015;1,107;0,794;1;9;0;1;1;10;228
